system,Mineral,Mineral_formula,Sorbate,Reference,Set,SetID,electrolyte_sig,pH,ionic_strength,response,temp,mineralsites
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bb,5,N(+5)+Na(+1),3.5358,1.3,4.05168e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bb,6,N(+5)+Na(+1),3.7205,1.3,6.1717e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bb,7,N(+5)+Na(+1),4.1774,1.3,7.59351e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bb,8,N(+5)+Na(+1),4.5175,1.3,9.01499e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bb,9,N(+5)+Na(+1),5.5577,1.3,9.82964e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bb,10,N(+5)+Na(+1),6.1118,1.3,9.78611e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bb,11,N(+5)+Na(+1),6.588,1.3,9.51688e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bb,12,N(+5)+Na(+1),7.0255,1.3,8.63874e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,1,N(+5)+Na(+1),2.7388,1.3,8.4763e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,2,N(+5)+Na(+1),3.0304,1.3,1.27686e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,3,N(+5)+Na(+1),3.1665,1.3,1.84094e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,4,N(+5)+Na(+1),3.6524,1.3,3.82652e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,5,N(+5)+Na(+1),4.2649,1.3,4.21157e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,6,N(+5)+Na(+1),4.6343,1.3,5.15962e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,7,N(+5)+Na(+1),4.6926,1.3,5.56564e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,8,N(+5)+Na(+1),7.1713,1.3,7.35392e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,9,N(+5)+Na(+1),6.8505,1.3,8.18729e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,10,N(+5)+Na(+1),6.5103,1.3,8.5471e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,11,N(+5)+Na(+1),5.5091,1.3,8.25114e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f2bc,12,N(+5)+Na(+1),5.5577,1.3,8.09344e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,1,N(+5)+Na(+1),3.7877,0.013000000000000001,7.78733e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,2,N(+5)+Na(+1),4.158,0.013000000000000001,8.46402e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,3,N(+5)+Na(+1),4.5284,0.013000000000000001,8.60365e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,4,N(+5)+Na(+1),4.9727,0.013000000000000001,9.0333e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,5,N(+5)+Na(+1),5.6741,0.013000000000000001,9.04404e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,6,N(+5)+Na(+1),6.2814,0.013000000000000001,9.0333e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,7,N(+5)+Na(+1),6.6568,0.013000000000000001,9.01182e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,8,N(+5)+Na(+1),7.1605,0.013000000000000001,9.0333e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,9,N(+5)+Na(+1),7.8765,0.013000000000000001,8.65735e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,10,N(+5)+Na(+1),9.4617,0.013000000000000001,6.39098e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,11,N(+5)+Na(+1),9.0617,0.013000000000000001,7.00322e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4a,12,N(+5)+Na(+1),8.8938,0.013000000000000001,7.55102e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,1,N(+5)+Na(+1),3.2428,1.3,1.3484e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,2,N(+5)+Na(+1),3.3249,1.3,2.30266e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,3,N(+5)+Na(+1),3.4985,1.3,4.90086e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,4,N(+5)+Na(+1),3.6823,1.3,6.64851e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,5,N(+5)+Na(+1),4.065,1.3,8.76455e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,6,N(+5)+Na(+1),5.0846,1.3,9.61806e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,7,N(+5)+Na(+1),5.7694,1.3,9.62003e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,8,N(+5)+Na(+1),6.1386,1.3,9.64408e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,9,N(+5)+Na(+1),6.498,1.3,9.64511e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f4b,10,N(+5)+Na(+1),6.838,1.3,9.65758e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,1,N(+5)+Na(+1),3.9167,0.013000000000000001,9.46803e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,2,N(+5)+Na(+1),4.1961,0.013000000000000001,9.60493e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,3,N(+5)+Na(+1),4.5815,0.013000000000000001,9.76476e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,4,N(+5)+Na(+1),5.092,0.013000000000000001,9.71998e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,5,N(+5)+Na(+1),5.7086,0.013000000000000001,9.88013e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,6,N(+5)+Na(+1),6.2576,0.013000000000000001,9.7899e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,7,N(+5)+Na(+1),6.7487,0.013000000000000001,9.56307e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,8,N(+5)+Na(+1),7.3074,0.013000000000000001,9.42734e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,9,N(+5)+Na(+1),8.1451,0.013000000000000001,8.70043e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,10,N(+5)+Na(+1),8.9245,0.013000000000000001,6.97229e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,11,N(+5)+Na(+1),9.1075,0.013000000000000001,6.97256e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5a,12,N(+5)+Na(+1),9.4921,0.013000000000000001,5.47141e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,1,N(+5)+Na(+1),2.7383,1.3,8.5819e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,2,N(+5)+Na(+1),3.0466,1.3,1.47578e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,3,N(+5)+Na(+1),3.2721,1.3,2.33325e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,4,N(+5)+Na(+1),3.4391,1.3,3.28206e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,5,N(+5)+Na(+1),3.5276,1.3,3.94504e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,6,N(+5)+Na(+1),3.7056,1.3,6.15101e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,7,N(+5)+Na(+1),4.1612,1.3,7.5688e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,8,N(+5)+Na(+1),4.5045,1.3,8.99786e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,9,N(+5)+Na(+1),5.5408,1.3,9.84506e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,10,N(+5)+Na(+1),6.0877,1.3,9.80013e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,11,N(+5)+Na(+1),6.5807,1.3,9.52654e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f5b,12,N(+5)+Na(+1),7.0145,1.3,8.61288e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,1,N(+5)+Na(+1),3.1658,0.013000000000000001,9.12911e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,2,N(+5)+Na(+1),3.292,0.013000000000000001,9.26707e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,3,N(+5)+Na(+1),3.4183,0.013000000000000001,9.32465e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,4,N(+5)+Na(+1),3.6029,0.013000000000000001,9.43973e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,5,N(+5)+Na(+1),3.8166,0.013000000000000001,9.54336e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,6,N(+5)+Na(+1),4.0401,0.013000000000000001,9.26814e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,7,N(+5)+Na(+1),4.3704,0.013000000000000001,9.63601e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,8,N(+5)+Na(+1),4.7201,0.013000000000000001,9.67095e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,9,N(+5)+Na(+1),2.8646,0.013000000000000001,8.95646e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,10,N(+5)+Na(+1),2.9423,0.013000000000000001,8.99102e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,11,N(+5)+Na(+1),5.2349,0.013000000000000001,9.56836e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,12,N(+5)+Na(+1),5.7596,0.013000000000000001,9.16728e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,13,N(+5)+Na(+1),6.3618,0.013000000000000001,8.39891e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6a,14,N(+5)+Na(+1),7.4208,0.013000000000000001,8.11341e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,1,N(+5)+Na(+1),2.7368,1.3,7.2436e-06,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,2,N(+5)+Na(+1),3.025,1.3,1.1955e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,3,N(+5)+Na(+1),3.1618,1.3,1.72383e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,4,N(+5)+Na(+1),3.6505,1.3,3.73371e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,5,N(+5)+Na(+1),4.2557,1.3,4.13642e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,6,N(+5)+Na(+1),4.6318,1.3,5.1358e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,7,N(+5)+Na(+1),4.6806,1.3,5.51475e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,8,N(+5)+Na(+1),6.487,1.3,8.5139e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,9,N(+5)+Na(+1),6.838,1.3,8.18146e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,10,N(+5)+Na(+1),7.1499,1.3,7.28638e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,11,N(+5)+Na(+1),5.5405,1.3,8.01886e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),hchk01,hchk01_f6b,12,N(+5)+Na(+1),5.4821,1.3,8.21395e-05,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,1,N(+5)+Na(+1),1.94009,1.3,3.44775e-10,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,2,N(+5)+Na(+1),2.48544,1.3,7.99433e-10,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,3,N(+5)+Na(+1),2.20355,1.3,1.94203e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,4,N(+5)+Na(+1),3.50971,1.3,6.01676e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,5,N(+5)+Na(+1),3.7252,1.3,3.38895e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,6,N(+5)+Na(+1),3.84087,1.3,4.03991e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,7,N(+5)+Na(+1),4.00636,1.3,3.84339e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,8,N(+5)+Na(+1),3.26316,1.3,6.5294e-10,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,9,N(+5)+Na(+1),4.65028,1.3,2.15412e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,10,N(+5)+Na(+1),4.86502,1.3,3.21886e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,11,N(+5)+Na(+1),7.03145,1.3,7.77218e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,12,N(+5)+Na(+1),7.23006,1.3,7.28059e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,13,N(+5)+Na(+1),7.01504,1.3,6.91931e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,14,N(+5)+Na(+1),6.2041,1.3,8.78957e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,15,N(+5)+Na(+1),6.50204,1.3,7.76851e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,16,N(+5)+Na(+1),6.80017,1.3,5.68254e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,17,N(+5)+Na(+1),7.23044,1.3,4.97518e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,18,N(+5)+Na(+1),7.62777,1.3,3.67067e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,19,N(+5)+Na(+1),7.62812,1.3,2.42272e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,20,N(+5)+Na(+1),7.81035,1.3,1.79749e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,21,N(+5)+Na(+1),8.12542,1.3,6.85259e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,22,N(+5)+Na(+1),8.60556,1.3,4.16983e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5ba,23,N(+5)+Na(+1),8.93841,1.3,2.76827e-10,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,1,N(+5)+Na(+1),2.1713,1.3,5.57484e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,2,N(+5)+Na(+1),3.29579,1.3,1.10972e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,3,N(+5)+Na(+1),2.7175,1.3,4.03432e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,4,N(+5)+Na(+1),2.96571,1.3,3.74359e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,5,N(+5)+Na(+1),3.94035,1.3,2.57501e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,6,N(+5)+Na(+1),5.29504,1.3,1.39299e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,7,N(+5)+Na(+1),5.74153,1.3,1.51318e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,8,N(+5)+Na(+1),6.02274,1.3,1.5336e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,9,N(+5)+Na(+1),5.87357,1.3,1.66923e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,10,N(+5)+Na(+1),6.155,1.3,1.58211e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,11,N(+5)+Na(+1),6.70079,1.3,1.66146e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,12,N(+5)+Na(+1),6.86677,1.3,1.35903e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,13,N(+5)+Na(+1),7.1811,1.3,1.37099e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,14,N(+5)+Na(+1),7.08219,1.3,1.13412e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,15,N(+5)+Na(+1),7.51239,1.3,1.09526e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,16,N(+5)+Na(+1),7.59616,1.3,4.22886e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,17,N(+5)+Na(+1),7.94455,1.3,1.32113e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,18,N(+5)+Na(+1),8.87436,1.3,1.35606e-10,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bb,19,N(+5)+Na(+1),4.22112,1.3,4.47526e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,1,N(+5)+Na(+1),1.69233,1.3,2.37098e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,2,N(+5)+Na(+1),2.18841,1.3,3.18482e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,3,N(+5)+Na(+1),2.50268,1.3,3.47993e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,4,N(+5)+Na(+1),3.2631,1.3,6.80817e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,5,N(+5)+Na(+1),3.59354,1.3,1.01763e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,6,N(+5)+Na(+1),4.13886,1.3,1.55499e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,7,N(+5)+Na(+1),4.27103,1.3,1.69455e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,8,N(+5)+Na(+1),4.63421,1.3,2.13291e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,9,N(+5)+Na(+1),4.91502,1.3,2.2674e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,10,N(+5)+Na(+1),6.9497,1.3,2.31652e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,11,N(+5)+Na(+1),7.8608,1.3,1.89215e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,12,N(+5)+Na(+1),7.94398,1.3,1.57248e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,13,N(+5)+Na(+1),8.15944,1.3,1.25411e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,14,N(+5)+Na(+1),8.20979,1.3,6.84272e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,15,N(+5)+Na(+1),8.45889,1.3,2.33709e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,16,N(+5)+Na(+1),8.70688,1.3,2.8709e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,17,N(+5)+Na(+1),8.741,1.3,7.54634e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,18,N(+5)+Na(+1),9.00633,1.3,3.22692e-09,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,19,N(+5)+Na(+1),6.60099,1.3,2.42657e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,20,N(+5)+Na(+1),6.22076,1.3,2.41578e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,21,N(+5)+Na(+1),6.12155,1.3,2.41309e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,22,N(+5)+Na(+1),7.51261,1.3,2.22533e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,23,N(+5)+Na(+1),6.50259,1.3,2.37391e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,24,N(+5)+Na(+1),6.41969,1.3,2.39063e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,25,N(+5)+Na(+1),6.38621,1.3,2.41491e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,26,N(+5)+Na(+1),7.26413,1.3,2.29953e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,27,N(+5)+Na(+1),7.69445,1.3,2.25928e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,28,N(+5)+Na(+1),7.62904,1.3,1.9751e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),bb05,bb05_fa5bc,29,N(+5)+Na(+1),1.99012,1.3,2.37189e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,1,N(+5)+Na(+1),1.6549,1.3,2.35175e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,2,N(+5)+Na(+1),1.8584,1.3,2.47352e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,3,N(+5)+Na(+1),2.177,1.3,3.00664e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,4,N(+5)+Na(+1),2.4602,1.3,3.29794e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,5,N(+5)+Na(+1),2.8938,1.3,5.13618e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,6,N(+5)+Na(+1),3.0354,1.3,6.321e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,7,N(+5)+Na(+1),3.2212,1.3,6.80512e-08,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,8,N(+5)+Na(+1),3.6726,1.3,1.0214e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,9,N(+5)+Na(+1),4.1062,1.3,1.49759e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,10,N(+5)+Na(+1),4.2655,1.3,1.58706e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,11,N(+5)+Na(+1),4.6637,1.3,2.07049e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,12,N(+5)+Na(+1),4.9292,1.3,2.25667e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,13,N(+5)+Na(+1),5.1681,1.3,2.35345e-07,,2.31
montmorillonite-*-U(+6),montmorillonite,,U(+6),ptbp98,ptbp98_f8ba,14,N(+5)+Na(+1),5.8319,1.3,2.43591e-07,,2.31
