system,verdict,reason,n_points,pH_span,n_distinct_I_levels,I_levels_list,joint_coverage_fraction,n_refs_total,n_refs_with_sufficient_I_variation,pct_points_in_I_varying_refs,site_density_status,n_references,temp_range_C,pH_min,pH_max,I_min,I_max,n_rows_total,missing_response,missing_pH,missing_I,invalid_response_values,n_sets,median_replicates_per_set,site_density_mean,site_density_cv,n_distinct_formulas,initial_bandwidth_pH_scaled,initial_bandwidth_I_scaled,n_points_in_I_varying_refs
bentonite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)+S(+6)-Eu(+3),FAIL,"only 23 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",23,7.955000000000001,1,0.199,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,1.63,9.585,0.199,0.199,23,0,7,0,0,2,11.5,2.310000000000001,3.9313418947998006e-16,0,0.0361,0.0361,0
hematite-N(+5)+Na(+1)-Si(+4),FAIL,"only 23 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",23,7.6685,1,1.3,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,3.9961,11.6646,1.3,1.3,23,0,0,0,0,3,4.0,2.310000000000001,3.9313418947998006e-16,1,0.0114,0.0114,0
hydroxyapatite-N(+5)+Na(+1)-Se(+4),FAIL,"only 23 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",23,5.5993,1,0.13,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,5.1116,10.7109,0.13,0.13,23,0,0,0,0,2,11.5,2.310000000000001,3.9313418947998006e-16,0,0.0031,0.0031,0
bentonite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)+S(+6)-Sr(+2),FAIL,"only 22 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",22,4.674600000000001,1,0.089,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,4.0897,8.7643,0.089,0.089,22,0,0,0,0,1,22.0,2.3100000000000005,1.967704751303887e-16,0,0.0142,0.0142,0
bentonite-Cl(+7)+Na(+1)-Humic acid,FAIL,"only 22 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",22,7.6258,1,1.25,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,2.4864,10.1122,1.25,1.25,22,0,0,0,0,1,22.0,2.3100000000000005,1.967704751303887e-16,0,0.0308,0.0308,0
magnetite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)+S(+6)-Sr(+2),FAIL,"only 22 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",22,5.0100999999999996,1,0.089,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,3.9838,8.9939,0.089,0.089,22,0,0,0,0,1,22.0,2.3100000000000005,1.967704751303887e-16,1,0.0118,0.0118,0
biotite-N(+5)+Na(+1)-Np(+5),FAIL,"only 21 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",21,6.3964,1,1.3,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,4.7407,11.1371,1.3,1.3,21,0,0,0,0,1,21.0,2.3100000000000005,1.9699395104015114e-16,0,0.0281,0.0281,0
birnessite-N(+5)+Na(+1)-Pb(+2),FAIL,"only 21 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",21,6.7899,1,0.13,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,2.018,8.8079,0.13,0.13,21,0,0,0,0,1,21.0,2.3100000000000005,1.9699395104015114e-16,1,0.0289,0.0289,0
goethite-K(+1)+N(+5)-Citric acid,FAIL,"only 21 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",21,9.37796,1,0.13,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,0.0691,9.44706,0.13,0.13,21,0,0,0,0,2,10.5,2.3100000000000005,1.9699395104015114e-16,1,0.0201,0.0201,0
montmorillonite-N(+5)+Na(+1)-Pu(+5),FAIL,"only 21 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",21,5.9246,1,1.3,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,3.2887,9.2133,1.3,1.3,21,0,0,0,0,2,10.5,2.3100000000000005,1.9699395104015114e-16,0,0.0128,0.0128,0
alumina-Cl(+7)+K(+1)-Oxalic acid,FAIL,"only 20 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",20,5.346659999999999,1,2.5,0.16666666666666666,1,0,0.0,"fixed, as expected",1,0.0,4.02667,9.37333,2.5,2.5,20,0,0,0,0,1,20.0,2.3100000000000005,1.9724065614751743e-16,0,0.0274,0.0274,0
gibbsite-Cl(-1)+Na(+1)-Se(+4),FAIL,"only 20 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",20,5.7903,1,0.1,0.16666666666666666,1,0,0.0,"fixed, as expected",1,0.0,3.8374,9.6277,0.1,0.1,20,0,0,0,0,1,20.0,2.3100000000000005,1.9724065614751743e-16,1,0.0344,0.0344,0
zirconia-Cl(+7)+Na(+1)-U(+6),FAIL,"only 20 points (< 50); pH span only 3.69; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",20,3.6947900000000002,1,12.5,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,1.34969,5.04448,12.5,12.5,20,0,0,0,0,1,20.0,2.3100000000000005,1.9724065614751743e-16,1,0.0399,0.0399,0
bentonite--Cs(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,5.3706000000000005,1,0,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,4.1819,9.5525,0.0,0.0,167,167,59,0,0,6,27.5,2.31,0.0,0,0.0006,0.0006,0
bentonite--Ni(+2),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,7.018599999999999,1,0,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,2.9868,10.0054,0.0,0.0,306,306,21,0,0,19,13.0,2.31,0.0,0,0.0,0.0,0
bentonite-Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)+S(+6)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,5.5943,1,0.054,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,4.1568,9.7511,0.054,0.054,21,21,0,0,0,1,21.0,2.3100000000000005,1.9699395104015114e-16,0,0.0248,0.0248,0
birnessite-Cl(+7)+Na(+1)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,4.8316,1,1.25,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,2.8862,7.7178,1.25,1.25,33,33,0,0,0,2,16.5,2.31,0.0,1,0.0027,0.0027,0
birnessite-K(+1)+N(+5)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,7.2903,1,1.3,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,3.1852,10.4755,1.3,1.3,61,61,0,0,0,1,61.0,2.3100000000000005,1.9384184444856547e-16,1,0.0166,0.0166,0
goethite-Cl(+7)+K(+1)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,4.4291,1,0.25,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,4.0474,8.4765,0.25,0.25,23,23,0,0,0,1,23.0,2.310000000000001,3.9313418947998006e-16,1,0.0452,0.0452,0
kaolinite-Cl(+7)+Na(+1)-Oxalic acid,FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,9.942710000000002,1,0.25,0.16666666666666666,1,0,0.0,"fixed, as expected",1,35.0,2.01499,11.9577,0.25,0.25,43,43,0,0,0,2,21.5,2.3100000000000005,1.9452159584306695e-16,1,0.0062,0.0062,0
magnetite-Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)+S(+6)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,5.7911,1,0.054,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,4.0839,9.875,0.054,0.054,30,30,0,0,0,1,30.0,2.3100000000000005,1.955329126955394e-16,1,0.0267,0.0267,0
magnetite-Cl(-1)+Na(+1)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,9.676599999999999,1,0.01,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,2.3069,11.9835,0.01,0.01,73,73,0,0,0,2,36.5,2.31,0.0,1,0.0061,0.0061,0
magnetite-N(+5)+Na(+1)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,7.5657,1,1.3,0.16666666666666666,4,0,0.0,"fixed, as expected",4,,3.1313,10.697,1.3,1.3,130,130,0,0,0,5,22.0,2.31,0.0,1,0.0032,0.0032,0
montmorillonite-Cl(-1)+Na(+1)-Se(+4),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,10.9585,1,0.1,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,1.4841,12.4426,0.1,0.1,23,23,0,0,0,1,23.0,2.310000000000001,3.9313418947998006e-16,0,0.0204,0.0204,0
quartz-Cl(+7)+Na(+1)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,5.52247,1,2.5,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,3.94318,9.46565,2.5,2.5,35,35,0,0,0,1,35.0,2.31,0.0,1,0.0284,0.0284,0
quartz-Cl(-1)+Cs(+1)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,5.9338999999999995,1,0.1,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,3.9923,9.9262,0.1,0.1,20,20,0,0,0,1,20.0,2.3100000000000005,1.9724065614751743e-16,1,0.0326,0.0326,0
quartz-K(+1)+N(+5)-H(+1),FAIL,"only 0 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,6.442289999999999,1,1.3,0.16666666666666666,1,0,0.0,"fixed, as expected",1,,4.20821,10.6505,1.3,1.3,92,92,0,0,0,3,28.0,2.3099999999999996,1.9329982406880402e-16,1,0.0011,0.0011,0
clay-C(+4)+Cl(+7)+Na(+1)-Ra(+2),FAIL,"only 47 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",47,8.453,1,2.479,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,3.384,11.837,2.479,2.479,47,0,0,0,0,4,11.0,2.3100000000000005,1.9432481117373287e-16,0,0.0038,0.0038,0
gama-MnO2-N(+5)+Na(+1)-Cu(+2),FAIL,"only 39 points (< 50); pH span only 2.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",39,2.0,1,1.3,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,3.5,5.5,1.3,1.3,39,0,0,0,0,5,7.0,2.3100000000000005,1.9475954283825384e-16,1,0.0,0.0,0
hematite-N(+5)+Na(+1)-Cu(+2),FAIL,"only 32 points (< 50); pH span only 2.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",32,2.0,1,1.3,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,4.0,6.0,1.3,1.3,32,0,0,0,0,5,6.0,2.31,0.0,1,0.0,0.0,0
gama-MnO2-N(+5)+Na(+1)-Ni(+2),FAIL,"only 31 points (< 50); pH span only 2.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",31,2.0,1,1.3,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,3.5,5.5,1.3,1.3,31,0,0,0,0,5,6.0,2.3100000000000005,1.954242531079898e-16,1,0.0,0.0,0
hematite-N(+5)+Na(+1)-Pb(+2),FAIL,"only 31 points (< 50); pH span only 2.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",31,2.0,1,1.3,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,3.5,5.5,1.3,1.3,31,0,0,0,0,5,6.0,2.3100000000000005,1.954242531079898e-16,1,0.0,0.0,0
alumina-Cl(-1)+Na(+1)-Oxalic acid,FAIL,"only 29 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",29,9.5106,1,0.1,0.1388888888888889,1,0,0.0,"fixed, as expected",1,35.0,2.0,11.5106,0.1,0.1,29,0,0,0,0,2,14.5,2.3100000000000005,1.9564926671517633e-16,1,0.001,0.001,0
gibbsite-N(+5)+Na(+1)-Se(+4),FAIL,"only 27 points (< 50); pH span only 3.94; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",27,3.9423000000000004,1,1.3,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,5.4997,9.442,1.3,1.3,27,0,0,0,0,1,27.0,2.31,0.0,1,0.0242,0.0242,0
magnetite-N(+5)+Na(+1)-Ni(+2),FAIL,"only 25 points (< 50); pH span only 3.14; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",25,3.136899999999999,1,1.3,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,5.371,8.5079,1.3,1.3,25,0,0,0,0,1,25.0,2.31,0.0,1,0.0037,0.0037,0
gama-MnO2-N(+5)+Na(+1)-Zn(+2),FAIL,"only 24 points (< 50); pH span only 2.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",24,2.0,1,1.3,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,3.5,5.5,1.3,1.3,24,0,0,0,0,5,5.0,2.31,0.0,1,0.0,0.0,0
silica-Cl(-1)+Na(+1)-Pu(+5),FAIL,"only 24 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",24,7.7364,1,0.7,0.1388888888888889,1,0,0.0,"fixed, as expected",1,,1.9742,9.7106,0.7,0.7,24,0,0,0,0,4,6.0,2.31,0.0,1,0.003,0.003,0
hydroxyapatite-Cl(+7)+Na(+1)-Citric acid,FAIL,"only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",107,11.724728,1,0.25,0.1111111111111111,1,0,0.0,"fixed, as expected",1,0.0,0.762172,12.4869,0.25,0.25,107,0,0,0,0,12,9.0,2.3099999999999996,1.9315110518129753e-16,0,0.0016,0.0016,0
illite-Cl(-1)+Na(+1)-Sr(+2),FAIL,"pH span only 2.80; only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",57,2.8000000000000007,2,"0.1, 0.5",0.1111111111111111,1,0,0.0,"fixed, as expected",1,,5.5,8.3,0.1,0.5,57,0,0,0,0,4,14.5,2.3100000000000005,1.9395530178602269e-16,0,0.0,0.0,0
illite-Cl(-1)+Na(+1)-Zn(+2),FAIL,"only 42 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",42,4.0,2,"0.1, 0.5",0.08333333333333333,1,0,0.0,"fixed, as expected",1,,5.0,9.0,0.1,0.5,42,0,0,0,0,3,14.0,2.31,0.0,0,0.0,0.0,0
montmorillonite-Cl(+7)+Na(+1)+Sorbate-U(+6),FAIL,"pH span only 1.80; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",51,1.7999999999999998,1,2.5,0.05555555555555555,1,0,0.0,"fixed, as expected",1,,5.0,6.8,2.5,2.5,51,0,0,0,0,2,25.5,2.3100000000000005,1.9415935792008744e-16,0,0.0,0.0,0
illite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)-Eu(+3),FAIL,"only 38 points (< 50); pH span only 0.30; only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",38,0.2999999999999998,2,"0.036, 0.209",0.05555555555555555,1,0,0.0,"fixed, as expected",1,,7.8,8.1,0.036,0.209,38,0,0,0,0,2,19.0,2.3100000000000005,1.9482701539972312e-16,0,0.0,0.0,0
illite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)-Ni(+2),FAIL,"only 34 points (< 50); pH span only 0.60; only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",34,0.5999999999999996,2,"0.036, 0.209",0.05555555555555555,1,0,0.0,"fixed, as expected",1,,7.5,8.1,0.036,0.209,34,0,0,0,0,2,17.0,2.31,0.0,0,0.0,0.0,0
illite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)-Co(+2),FAIL,"only 29 points (< 50); pH span only 0.40; only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",29,0.39999999999999947,2,"0.036, 0.209",0.05555555555555555,1,0,0.0,"fixed, as expected",1,,7.7,8.1,0.036,0.209,29,0,0,0,0,2,14.5,2.3100000000000005,1.9564926671517633e-16,0,0.0,0.0,0
illite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)-Th(+4),FAIL,"only 29 points (< 50); pH span only 0.20; only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",29,0.20000000000000018,2,"0.036, 0.209",0.05555555555555555,1,0,0.0,"fixed, as expected",1,,7.7,7.9,0.036,0.209,29,0,0,0,0,2,14.5,2.3100000000000005,1.9564926671517633e-16,0,0.0,0.0,0
illite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)-U(+6),FAIL,"only 29 points (< 50); pH span only 0.40; only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",29,0.39999999999999947,2,"0.036, 0.209",0.05555555555555555,1,0,0.0,"fixed, as expected",1,,7.7,8.1,0.036,0.209,29,0,0,0,0,2,14.5,2.3100000000000005,1.9564926671517633e-16,0,0.0,0.0,0
magnetite-C(+4)+Na(+1)-U(+6),FAIL,"only 29 points (< 50); pH span only 1.90; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",29,1.9000000000000004,1,0.008,0.05555555555555555,1,0,0.0,"fixed, as expected",1,,7.4,9.3,0.008,0.008,29,0,0,0,0,2,14.5,2.3100000000000005,1.9564926671517633e-16,1,0.0,0.0,0
bentonite-Na(+1)+S(+3)-Am(+3),FAIL,"only 28 points (< 50); pH span only 2.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",28,2.0,1,0.006,0.05555555555555555,1,0,0.0,"fixed, as expected",1,,8.0,10.0,0.006,0.006,28,0,0,0,0,10,3.0,2.31,0.0,0,0.0,0.0,0
illite-C(+4)+Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)-Cs(+1),FAIL,"only 25 points (< 50); pH span only 0.20; only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",25,0.20000000000000018,2,"0.036, 0.209",0.05555555555555555,1,0,0.0,"fixed, as expected",1,,7.8,8.0,0.036,0.209,25,0,0,0,0,2,12.5,2.31,0.0,0,0.0,0.0,0
hematite-Cl(-1)+K(+1)-Se(+4),FAIL,"pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",62,0.0,1,0.01,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,3.5,3.5,0.01,0.01,62,0,0,0,0,12,5.0,2.3100000000000005,1.9381579568886332e-16,1,0.0,0.0,0
hematite-Cl(-1)+K(+1)-Se(+6),FAIL,"pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",56,0.0,1,0.01,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,3.5,3.5,0.01,0.01,56,0,0,0,0,12,5.0,2.31,0.0,1,0.0,0.0,0
aragonite-Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)+S(+6)-Np(+5),FAIL,"pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",55,0.0,1,1.272,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,8.0,8.0,1.272,1.272,55,0,0,0,0,16,1.0,10.799999999999994,6.639737547918115e-16,1,0.0,0.0,0
calcite-Ca(+2)+Cl(-1)+K(+1)+Mg(+2)+Na(+1)+S(+6)-Np(+5),FAIL,"only 33 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",33,0.0,1,1.272,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,8.0,8.0,1.272,1.272,33,0,0,0,0,16,1.0,10.8,0.0,1,0.0,0.0,0
montmorillonite-Cl(+7)+Na(+1)+Sorbate-Co(+2),FAIL,"only 28 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",28,0.0,1,2.5,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,7.3,7.3,2.5,2.5,28,0,0,0,0,1,28.0,2.31,0.0,0,0.0,0.0,0
illite-Cl(+7)+Na(+1)+Sorbate-Eu(+3),FAIL,"only 24 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",24,0.0,1,2.5,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,7.0,7.0,2.5,2.5,24,0,0,0,0,1,24.0,2.31,0.0,0,0.0,0.0,0
illite-Cl(+7)+Na(+1)+Sorbate-U(+6),FAIL,"only 24 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",24,0.0,1,2.5,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,4.8,4.8,2.5,2.5,24,0,0,0,0,1,24.0,2.31,0.0,0,0.0,0.0,0
hematite-Acetate(-1)+Na(+1)-Se(+6),FAIL,"only 23 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",23,0.0,1,0.025,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,6.5,6.5,0.025,0.025,23,0,0,0,0,4,6.0,2.310000000000001,3.9313418947998006e-16,1,0.0,0.0,0
calcite-Ca(+2)+Cl(-1)+Na(+1)-Eu(+3),FAIL,"only 22 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",22,0.0,1,0.001,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,8.3,8.3,0.001,0.001,22,0,0,0,0,1,22.0,10.800000000000004,3.366961463342206e-16,1,0.0,0.0,0
hematite-Acetate(-1)+Na(+1)-Se(+4),FAIL,"only 22 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",22,0.0,1,0.025,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,6.5,6.5,0.025,0.025,22,0,0,0,0,4,5.5,2.3100000000000005,1.967704751303887e-16,1,0.0,0.0,0
montmorillonite-Cl(+7)+Na(+1)+Sorbate-Eu(+3),FAIL,"only 21 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",21,0.0,1,2.5,0.027777777777777776,1,0,0.0,"fixed, as expected",1,,6.0,6.0,2.5,2.5,21,0,0,0,0,1,21.0,2.3100000000000005,1.9699395104015114e-16,0,0.0,0.0,0
hematite-Cl(-1)+Na(+1)+pH-Np(+5),FAIL,"only 0 points (< 50); pH span only 0.00; only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,0.0,1,0.01,0.0,1,0,0.0,"fixed, as expected",1,55.0,,,0.01,0.01,39,39,39,0,0,3,13.0,2.3100000000000005,1.9475954283825384e-16,1,,,0
